recommendation_id,workflow_run_id,request_id,recommendation_status,headline,detail,selected_suppliers,estimated_total_cost,generated_at
REC-1236-01,RUN-1236-01,REQ-1236,generated,"Allocate 40,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,447231.53,2026-01-10 13:52:00
REC-1237-01,RUN-1237-01,REQ-1237,generated,"Allocate 40,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,462114.32,2026-02-09 14:27:00
REC-1238-01,RUN-1238-01,REQ-1238,generated,"Allocate 110,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1342161.82,2026-03-04 09:20:00
REC-1239-01,RUN-1239-01,REQ-1239,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-05 13:19:00
REC-1240-01,RUN-1240-01,REQ-1240,generated,"Allocate 40,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,374117.0,2026-01-13 05:56:00
REC-1241-01,RUN-1241-01,REQ-1241,generated,"Allocate 110,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1269757.92,2026-03-09 01:29:00
REC-1242-01,RUN-1242-01,REQ-1242,generated,"Allocate 70,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,663834.43,2026-02-24 17:34:00
REC-1243-01,RUN-1243-01,REQ-1243,generated,"Allocate 90,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,972105.68,2026-01-14 01:26:00
REC-1244-01,RUN-1244-01,REQ-1244,generated,"Allocate 40,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,494539.07,2026-04-12 06:51:00
REC-1245-01,RUN-1245-01,REQ-1245,generated,"Allocate 170,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,2238709.46,2026-02-21 23:36:00
REC-1246-01,RUN-1246-01,REQ-1246,generated,"Allocate 120,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1480995.58,2026-02-24 02:32:00
REC-1247-01,RUN-1247-01,REQ-1247,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-23 10:37:00
REC-1248-01,RUN-1248-01,REQ-1248,generated,"Allocate 90,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1208450.61,2026-01-21 09:29:00
REC-1249-01,RUN-1249-01,REQ-1249,generated,"Allocate 55,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,695669.76,2026-02-16 19:21:00
REC-1250-01,RUN-1250-01,REQ-1250,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-21 11:01:00
REC-1251-01,RUN-1251-01,REQ-1251,generated,"Allocate 40,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,568043.18,2026-01-18 01:19:00
REC-1252-01,RUN-1252-01,REQ-1252,generated,"Allocate 55,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,717907.79,2026-03-03 20:04:00
REC-1253-01,RUN-1253-01,REQ-1253,generated,"Allocate 55,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,661454.21,2026-01-28 13:17:00
REC-1254-01,RUN-1254-01,REQ-1254,generated,"Allocate 40,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,419588.24,2026-03-20 11:56:00
REC-1255-01,RUN-1255-01,REQ-1255,generated,"Allocate 110,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1562986.92,2026-03-17 16:33:00
REC-1256-01,RUN-1256-01,REQ-1256,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-10 06:34:00
REC-1257-01,RUN-1257-01,REQ-1257,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-16 05:54:00
REC-1258-01,RUN-1258-01,REQ-1258,generated,"Allocate 120,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1777075.62,2026-03-13 20:54:00
REC-1259-01,RUN-1259-01,REQ-1259,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-19 05:01:00
REC-1260-01,RUN-1260-01,REQ-1260,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-08 14:36:00
REC-1261-01,RUN-1261-01,REQ-1261,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-28 10:46:00
REC-1262-01,RUN-1262-01,REQ-1262,generated,"Allocate 90,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1130707.29,2026-02-19 01:48:00
REC-1263-01,RUN-1263-01,REQ-1263,generated,"Allocate 120,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1366237.94,2026-01-09 07:00:00
REC-1264-01,RUN-1264-01,REQ-1264,generated,"Allocate 55,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,816219.42,2026-03-30 01:10:00
REC-1265-01,RUN-1265-01,REQ-1265,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-09 08:41:00
REC-1266-01,RUN-1266-01,REQ-1266,generated,"Allocate 70,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,647955.59,2026-02-13 01:45:00
REC-1267-01,RUN-1267-01,REQ-1267,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-10 04:22:00
REC-1268-01,RUN-1268-01,REQ-1268,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-15 00:30:00
REC-1269-01,RUN-1269-01,REQ-1269,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-08 04:42:00
REC-1270-01,RUN-1270-01,REQ-1270,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-10 14:04:00
REC-1271-01,RUN-1271-01,REQ-1271,generated,"Allocate 110,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1052153.04,2026-01-25 07:16:00
REC-1272-01,RUN-1272-01,REQ-1272,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-15 18:55:00
REC-1273-01,RUN-1273-01,REQ-1273,generated,"Allocate 90,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1207159.76,2026-03-19 15:21:00
REC-1274-01,RUN-1274-01,REQ-1274,generated,"Allocate 150,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1698407.85,2026-02-16 00:25:00
REC-1275-01,RUN-1275-01,REQ-1275,generated,"Allocate 55,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,676847.27,2026-03-26 11:19:00
REC-1276-01,RUN-1276-01,REQ-1276,generated,"Allocate 40,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,469738.31,2026-03-16 09:22:00
REC-1277-01,RUN-1277-01,REQ-1277,generated,"Allocate 40,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,409242.03,2026-04-12 12:34:00
REC-1278-01,RUN-1278-01,REQ-1278,generated,"Allocate 55,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,808962.37,2026-02-23 23:27:00
REC-1279-01,RUN-1279-01,REQ-1279,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-18 06:22:00
REC-1280-01,RUN-1280-01,REQ-1280,generated,"Allocate 120,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1787038.34,2026-01-15 00:50:00
REC-1281-01,RUN-1281-01,REQ-1281,generated,"Allocate 135,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1803187.02,2026-03-21 14:09:00
REC-1282-01,RUN-1282-01,REQ-1282,generated,"Allocate 170,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,2630411.43,2026-02-26 19:57:00
REC-1283-01,RUN-1283-01,REQ-1283,generated,"Allocate 110,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1547840.5,2026-03-21 05:11:00
REC-1284-01,RUN-1284-01,REQ-1284,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-02 17:02:00
REC-1285-01,RUN-1285-01,REQ-1285,generated,"Allocate 55,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,683002.38,2026-04-13 06:33:00
REC-1286-01,RUN-1286-01,REQ-1286,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-05 14:41:00
REC-1287-01,RUN-1287-01,REQ-1287,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-05 07:19:00
REC-1288-01,RUN-1288-01,REQ-1288,generated,"Allocate 120,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1102634.11,2026-01-28 15:18:00
REC-1289-01,RUN-1289-01,REQ-1289,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-31 21:53:00
REC-1290-01,RUN-1290-01,REQ-1290,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-20 19:19:00
REC-1291-01,RUN-1291-01,REQ-1291,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-22 11:37:00
REC-1292-01,RUN-1292-01,REQ-1292,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-09 09:35:00
REC-1293-01,RUN-1293-01,REQ-1293,generated,"Allocate 150,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,2201802.42,2026-04-09 07:52:00
REC-1294-01,RUN-1294-01,REQ-1294,generated,"Allocate 120,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1321815.3,2026-01-28 07:23:00
REC-1295-01,RUN-1295-01,REQ-1295,generated,"Allocate 55,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,809076.37,2026-02-02 01:01:00
REC-1296-01,RUN-1296-01,REQ-1296,generated,"Allocate 110,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1075933.68,2026-03-13 13:45:00
REC-1297-01,RUN-1297-01,REQ-1297,generated,"Allocate 55,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,747497.43,2026-02-06 05:39:00
REC-1298-01,RUN-1298-01,REQ-1298,generated,"Allocate 120,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1351410.26,2026-03-25 14:01:00
REC-1299-01,RUN-1299-01,REQ-1299,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-25 14:57:00
REC-1300-01,RUN-1300-01,REQ-1300,generated,"Allocate 120,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1720249.89,2026-03-30 00:43:00
REC-1301-01,RUN-1301-01,REQ-1301,generated,"Allocate 55,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,852142.74,2026-03-18 01:36:00
REC-1302-01,RUN-1302-01,REQ-1302,generated,"Allocate 90,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1391844.36,2026-03-31 04:24:00
REC-1303-01,RUN-1303-01,REQ-1303,generated,"Allocate 135,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,2033242.59,2026-02-03 11:57:00
REC-1304-01,RUN-1304-01,REQ-1304,generated,"Allocate 70,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,713453.38,2026-01-15 21:07:00
REC-1305-01,RUN-1305-01,REQ-1305,generated,"Allocate 110,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1550877.99,2026-01-29 06:52:00
REC-1306-01,RUN-1306-01,REQ-1306,generated,"Allocate 110,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1231346.17,2026-03-19 08:12:00
REC-1307-01,RUN-1307-01,REQ-1307,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-16 07:17:00
REC-1308-01,RUN-1308-01,REQ-1308,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-04 02:04:00
REC-1309-01,RUN-1309-01,REQ-1309,generated,"Allocate 110,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1411691.21,2026-04-11 21:58:00
REC-1310-01,RUN-1310-01,REQ-1310,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-22 12:54:00
REC-1311-01,RUN-1311-01,REQ-1311,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-27 07:41:00
REC-1312-01,RUN-1312-01,REQ-1312,generated,"Allocate 40,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,522507.58,2026-02-17 12:40:00
REC-1313-01,RUN-1313-01,REQ-1313,generated,"Allocate 55,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,713819.81,2026-02-11 22:20:00
REC-1314-01,RUN-1314-01,REQ-1314,generated,"Allocate 110,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1635665.37,2026-03-05 08:53:00
REC-1315-01,RUN-1315-01,REQ-1315,generated,"Allocate 120,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1835926.52,2026-03-11 01:32:00
REC-1316-01,RUN-1316-01,REQ-1316,generated,"Allocate 70,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,833529.48,2026-04-09 14:19:00
REC-1317-01,RUN-1317-01,REQ-1317,generated,"Allocate 170,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1492263.49,2026-03-06 04:03:00
REC-1318-01,RUN-1318-01,REQ-1318,generated,"Allocate 150,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1462402.05,2026-03-09 00:07:00
REC-1319-01,RUN-1319-01,REQ-1319,generated,"Allocate 90,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,777892.42,2026-01-27 21:55:00
